Id,Price
1,465493.94204981445
2,816856.2103809521
3,872247.409109951
4,538711.8267254443
5,1400408.397085971
6,222476.0171109817
7,1071168.0345653438
8,429581.09781800996
9,679384.3161700491
10,338426.3086918971
11,275839.79504713346
12,392912.93618459924
13,876462.6454982853
14,378535.24960164307
15,450986.2491406189
16,641682.7172983998
17,1356459.9609149836
18,567403.3876854094
19,635291.7934356863
20,321080.60742540815
21,365470.9842726501
22,338089.5280811153
23,618685.1240893763
24,528916.6831463302
25,523117.38070288434
26,472240.1370364785
27,487713.45398970926
28,354512.87545918155
29,235414.17844801812
30,331641.2873950954
31,505618.140481866
32,330051.67496326467
33,573689.2184237866
34,669240.6868201576
35,555050.0305974184
36,565875.6015618066
37,434733.16559969145
38,712506.0025415932
39,1011414.0363022239
40,304976.06715575006
41,207578.68087020365
42,357441.3455690694
43,298087.89299018873
44,150325.98386730452
45,219718.6839226501
46,754172.8508894043
47,410302.35901989683
48,298140.39620974014
49,281257.84467997606
50,510704.4863561975
51,606769.6963335086
52,327249.53089767054
53,598193.2280366144
54,321741.6806355486
55,445651.4088141905
56,343562.9429193662
57,840123.9448650706
58,235395.5726460087
59,208347.44854893838
60,530643.4656429469
61,355774.13614425226
62,756969.0554523596
63,246837.51884029742
64,485926.07931984647
65,407515.0984507725
66,1124988.305917155
67,654232.0012029697
68,628150.7241011339
69,312324.9346817195
70,627368.7160070537
71,318148.14852876886
72,370838.16147720406
73,640556.9260995332
74,717092.764748307
75,381188.2221671785
76,242225.5276689254
77,631523.5809476338
78,1427415.4224457417
79,318653.6919240497
80,359831.65605158283
81,587269.5058134868
82,779215.88772623
83,160930.75965383888
84,938078.9678181108
85,317806.5336996036
86,609688.1124974524
87,424949.6748671644
88,537905.0863829589
89,918838.0812191789
90,253779.44292986547
91,226516.16296943347
92,331754.2055898238
93,343272.7904913631
94,3110196.7735896315
95,275498.23439324484
96,896239.1493494664
97,768452.1828370921
98,536680.2997220152
99,265691.6302504235
100,325851.86909443815
101,344017.2336780237
102,579485.6030078669
103,306488.7013776774
104,726990.8199172287
105,690462.7778699439
106,205574.50155156344
107,196336.18791358965
108,211230.88827548915
109,295494.04136692116
110,436487.8699129427
111,269605.51642086817
112,1627171.7555189177
113,395821.2354117145
114,326556.7456936278
115,491034.9787322782
116,242787.24282782452
117,338708.0849433529
118,445437.0447873385
119,523438.6040980681
120,979268.8070369994
121,263945.5585945176
122,351689.55393696023
123,1151505.0269598002
124,1772946.3155290922
125,1700084.1840371387
126,305775.5227700402
127,636277.1741362164
128,367082.7488061046
129,696511.2662517357
130,349187.5905861429
131,1946986.1566258566
132,579827.0084449903
133,311457.4068314716
134,601784.3582112979
135,230033.18214630612
136,453503.7595020994
137,375160.86193059024
138,413339.0560076667
139,209364.41988946617
140,475088.62560461974
141,534696.4176442295
142,684928.8877815439
143,483636.79823977273
144,697420.4853418121
145,381842.97529722395
146,612302.4457423058
147,390872.5143420829
148,520370.70387137507
149,568858.8801870163
150,263365.7239473954
151,1005406.5903280479
152,1354783.8292823045
153,530716.3318498665
154,291948.4561931347
155,461168.12370029395
156,536655.4646462754
157,365173.54566705506
158,371433.32449530956
159,798713.0015387335
160,274528.4917551296
161,313485.5268464475
162,611671.5301122386
163,871680.1208623023
164,422141.18818222015
165,219205.18523998716
166,648919.4465823689
167,1188163.886829005
168,429663.46591074724
169,313668.18603548536
170,489448.6102186679
171,612648.9193017125
172,182531.75904705405
173,556464.081280496
174,567171.0416738286
175,907703.6938792175
176,402826.8058051767
177,492645.8175319365
178,290391.6560097013
179,736566.756063911
180,348174.97597915155
181,488213.66124007176
182,643704.2038092648
183,626867.1200935761
184,595015.1920938359
185,207294.89554561564
186,340753.98020757735
187,1359132.9159097942
188,240448.2084691805
189,2688968.550660523
190,350838.9423910383
191,711594.817534492
192,454258.56557765213
193,682132.0993324954
194,315609.7477608838
195,630651.1619557437
196,666521.8063088435
197,793817.6600174275
198,626360.1676469863
199,370739.48707691935
200,449744.59372598847
201,487791.29398423125
202,399454.6950886315
203,489385.48402923316
204,454157.9826428821
205,425555.0651405213
206,369867.90085895057
207,3151466.6564572286
208,445636.9589319177
209,326610.424894277
210,397792.1350122936
211,432581.6617709016
212,393536.0657136824
213,486090.11700535123
214,318489.90413316124
215,585303.3285586237
216,219488.65906929426
217,532057.6268956205
218,404392.43126004306
219,539118.5543692624
220,505480.2281999801
221,489722.50970463257
222,317737.2823328903
223,570204.5488736728
224,357063.4823981443
225,638201.1739468065
226,1228192.3720404669
227,462513.5889553121
228,275576.96950812347
229,921418.1900986488
230,370303.0368726505
231,652444.5146909844
232,386050.1078738036
233,316331.1869204505
234,665540.0859005117
235,599078.2637050481
236,366130.58001614566
237,492272.5113533162
238,565792.2095405477
239,465334.5922821088
240,426927.30988595873
241,242466.08110410065
242,614243.5227721863
243,208056.98797761707
244,982811.2834573715
245,605641.480475033
246,521014.18920731946
247,499387.52077802643
248,251188.50016510917
249,236051.31078841668
250,639729.0726714616
251,314391.28887330665
252,707699.6063456393
253,336773.1572390944
254,270120.5595843775
255,280171.3957791444
256,355367.91300198383
257,198471.0764685131
258,626726.0597625738
259,279476.02705476584
260,277648.90119731723
261,293371.1700017079
262,404145.3429180498
263,230038.5167671169
264,421901.72862005647
265,296545.72216438164
266,502105.2401323575
267,520202.83815189125
268,441468.9841390179
269,2035414.8253865829
270,774554.0575650408
271,187867.2202229298
272,255322.29773220388
273,338813.6452761729
274,446878.76683261915
275,272263.0499173479
